"year","amount_of_events","airportcode"
"2019","344","DLN"
"2019","343","ISM"
"2019","342","HDO"
"2019","342","ESN"
"2019","341","SVC"
"2019","341","HBV"
"2019","340","RAL"
"2019","340","PCM"
"2019","339","MTJ"
"2019","338","OZA"
"2019","336","GXA"
"2019","335","ILE"
"2019","335","SEZ"
"2019","335","FFL"
"2019","334","GNT"
"2019","334","BYS"
"2019","330","HDC"
"2019","327","SNK"
"2019","326","PVW"
"2019","326","OKZ"
"2019","325","GJT"
"2019","323","ABI"
"2019","323","MDD"
"2019","322","4M9"
"2019","321","ABH"
"2019","320","PWG"
"2019","319","LHX"
"2019","319","ODO"
"2019","318","BJC"
"2019","318","RNO"
"2019","318","SOA"
"2019","315","EMT"
"2019","315","SUN"
"2019","314","FTG"
"2019","314","MOD"
"2019","313","EMV"
"2019","311","PTV"
"2019","311","OGS"
"2019","310","E16"
"2019","309","OMK"
"2019","308","NZY"
"2019","307","HOE"
"2019","307","HXD"
"2019","307","MHV"
"2019","305","FAT"
"2019","305","ENV"
"2019","303","LBB"
"2019","300","GPH"
"2019","298","SJC"
"2019","298","SAN"
"2019","298","VER"
"2019","297","TBX"
"2019","296","AUN"
"2019","295","DRT"
"2019","293","ONM"
"2019","291","TCC"
"2019","290","SGU"
"2019","289","COT"
"2019","287","STF"
"2019","286","NQA"
"2019","285","EDW"
"2019","284","BGF"
"2019","284","AWN"
"2019","284","SEE"
"2019","284","PGA"
"2019","282","WRL"
"2019","282","BFL"
"2019","282","ROW"
"2019","281","APY"
"2019","281","BIF"
"2019","281","P38"
"2019","280","PRC"
"2019","279","BBD"
"2019","279","CXP"
"2019","279","FMN"
"2019","277","OLS"
"2019","274","SWF"
"2019","272","SJN"
"2019","271","TIX"
"2019","271","U28"
"2019","271","MAF"
"2019","269","JPD"
"2019","268","JWG"
"2019","268","E11"
"2019","268","ATS"
"2019","267","FBR"
"2019","267","GNC"
"2019","267","LRU"
"2019","266","HTO"
"2019","266","CNY"
"2019","266","SJT"
"2019","263","SET"
"2019","261","TPH"
"2019","261","LAL"
"2019","259","JQF"
"2019","257","EKM"
"2019","254","ABQ"
"2019","253","VTP"
"2019","251","GXF"
"2019","249","MEZ"
"2019","247","F05"
"2019","245","ADS"
"2019","244","GEY"
"2019","243","TQH"
"2019","240","RBO"
"2019","239","RCM"
"2019","236","NFL"
"2019","234","DMN"
"2019","234","PEQ"
"2019","233","LSV"
"2019","232","LRD"
"2019","229","MRF"
"2019","227","PMD"
"2019","226","CGE"
"2019","225","ALM"
"2019","223","PRS"
"2019","221","WJF"
"2019","221","FST"
"2019","219","NUQ"
"2019","218","INW"
"2019","217","BGE"
"2019","216","IGM"
"2019","212","TCS"
"2019","211","BIH"
"2019","209","1V6"
"2019","208","1J0"
"2019","205","CWF"
"2019","201","1II"
"2019","200","BAK"
"2019","198","BPG"
"2019","194","AEG"
"2019","192","BXK"
"2019","192","GBN"
"2019","190","P08"
"2019","189","EFD"
"2019","189","MAN"
"2019","186","MER"
"2019","186","CNM"
"2019","183","DUG"
"2019","182","DVT"
"2019","180","IPL"
"2019","176","NJK"
"2019","174","BXA"
"2019","172","XFL"
"2019","169","OQU"
"2019","168","NXP"
"2019","168","EUF"
"2019","168","EHY"
"2019","167","WHP"
"2019","167","OMN"
"2019","164","ARL"
"2019","164","ASG"
"2019","164","GPM"
"2019","161","INK"
"2019","160","SCH"
"2019","156","AVC"
"2019","155","NID"
"2019","154","ETC"
"2019","153","MHR"
"2019","153","IYK"
"2019","151","APG"
"2019","151","HND"
"2019","151","CGZ"
"2019","150","EDJ"
"2019","148","IWA"
"2019","147","HOB"
"2019","147","CIC"
"2019","146","FTN"
"2019","142","SDL"
"2019","142","JYG"
"2019","141","SAD"
"2019","139","TRM"
"2019","138","POC"
"2019","137","FFZ"
"2019","137","PSP"
"2019","137","DAG"
"2019","133","27A"
"2019","133","ORC"
"2019","133","IIY"
"2019","131","LAS"
"2019","131","VGT"
"2019","131","EED"
"2019","130","IFP"
"2019","126","TOA"
"2019","124","CNW"
"2019","123","HHW"
"2019","122","HQZ"
"2019","120","BVU"
"2019","118","GOO"
"2019","118","RSP"
"2019","117","FBL"
"2019","115","CGS"
"2019","113","DRA"
"2019","112","RFI"
"2019","111","PAO"
"2019","108","PHX"
"2019","107","Y51"
"2019","103","EVB"
"2019","99","BLH"
"2019","96","RHV"
"2019","94","FOZ"
"2019","92","9MN"
"2019","81","COM"
"2019","73","PPQ"
"2019","73","CEY"
"2019","71","RPH"
"2019","66","C29"
"2019","65","ELP"
"2019","64","U31"
"2019","63","P68"
"2019","62","4O4"
"2019","62","ASL"
"2019","61","PVB"
"2019","58","GYR"
"2019","58","VDW"
"2019","57","33V"
"2019","56","JGG"
"2019","54","MTP"
"2019","54","EDU"
"2019","54","OCQ"
"2019","54","NYL"
"2019","53","CDJ"
"2019","53","PYX"
"2019","53","CTZ"
"2019","52","OSA"
"2019","48","N60"
"2019","47","LBT"
"2019","47","FYJ"
"2019","47","PVF"
"2019","45","8D3"
"2019","43","2WX"
"2019","39","D07"
"2019","38","P59"
"2019","38","FZG"
"2019","37","BWP"
"2019","37","JDN"
"2019","37","GNR"
"2019","36","FOT"
"2019","36","SEP"
"2019","36","8S0"
"2019","35","HZX"
"2019","35","O87"
"2019","35","RYN"
"2019","35","CHD"
"2019","34","SBS"
"2019","34","SWW"
"2019","33","GNA"
"2019","33","3MW"
"2019","33","P28"
"2019","33","1V4"
"2019","32","DMH"
"2019","31","P53"
"2019","30","5C1"
"2019","28","SPD"
"2019","28","E38"
"2019","28","WEY"
"2019","27","F70"
"2019","27","BKS"
"2019","26","2G4"
"2019","25","P58"
"2019","24","P60"
"2019","19","2W6"
"2019","19","O86"
"2019","19","POV"
"2019","18","SNT"
"2019","16","6R6"
"2019","15","MRT"
"2019","14","LHM"
"2019","14","MQJ"
"2019","11","ANK"
"2019","11","CZZ"
"2019","10","GIC"
"2019","10","O54"
"2019","9","BMC"
"2019","9","U24"
"2019","9","FME"
"2019","7","4BL"
"2019","7","P69"
"2019","7","OXI"
"2019","6","CQV"
"2019","6","BDG"
"2019","5","REO"
"2019","5","BWD"
"2019","4","4HV"
"2019","4","VCV"
"2020","2314","3TH"
"2020","2314","MLP"
"2020","1954","LSF"
"2020","1948","UIL"
"2020","1717","ONP"
"2020","1717","JNW"
"2020","1695","CDH"
"2020","1694","HST"
"2020","1652","HAF"
"2020","1629","TDO"
"2020","1629","CLS"
"2020","1596","2DP"
"2020","1585","VPS"
"2020","1569","CEC"
"2020","1568","BAD"
"2020","1511","MXF"
"2020","1495","FTK"
"2020","1492","S47"
"2020","1489","GRF"
"2020","1460","PLU"
"2020","1460","TCM"
"2020","1459","GTB"
"2020","1457","TMK"
"2020","1441","GEV"
"2020","1405","SXT"
"2020","1399","GOV"
"2020","1397","AST"
"2020","1390","HEY"
"2020","1390","ACV"
"2020","1390","LOR"
"2020","1390","EKA"
"2020","1385","SHN"
"2020","1355","ERY"
"2020","1353","CBM"
"2020","1353","M40"
"2020","1350","CKV"
"2020","1350","HOP"
"2020","1338","FBG"
"2020","1335","HQM"
"2020","1317","TNB"
"2020","1308","BFD"
"2020","1303","MCF"
"2020","1297","POB"
"2020","1296","CCA"
"2020","1289","WBC"
"2020","1289","ADW"
"2020","1288","DAA"
"2020","1287","DOV"
"2020","1280","HSP"
"2020","1267","EKN"
"2020","1260","ETC"
"2020","1253","OTH"
"2020","1244","BOK"
"2020","1217","JKL"
"2020","1217","K22"
"2020","1217","I35"
"2020","1216","ESF"
"2020","1213","MYL"
"2020","1200","W99"
"2020","1188","WRI"
"2020","1181","RHP"
"2020","1181","DZJ"
"2020","1173","GSB"
"2020","1164","APG"
"2020","1162","OZR"
"2020","1162","FAF"
"2020","1150","DNK"
"2020","1150","VOK"
"2020","1150","POE"
"2020","1148","CRX"
"2020","1146","SLK"
"2020","1144","TBN"
"2020","1141","TTS"
"2020","1137","OLM"
"2020","1128","TSP"
"2020","1127","WRB"
"2020","1125","TTA"
"2020","1125","5W8"
"2020","1116","FIG"
"2020","1114","VAD"
"2020","1113","MZZ"
"2020","1111","LFI"
"2020","1109","MUI"
"2020","1109","MEH"
"2020","1108","MSV"
"2020","1107","D50"
"2020","1104","VTA"
"2020","1103","JFZ"
"2020","1099","LZK"
"2020","1099","LRF"
"2020","1095","LHW"
"2020","1093","BLV"
"2020","1087","W22"
"2020","1085","MWN"
"2020","1085","SSC"
"2020","1083","GUS"
"2020","1082","HQU"
"2020","1077","HLX"
"2020","1074","ASJ"
"2020","1073","1A6"
"2020","1070","1P1"
"2020","1062","ELZ"
"2020","1060","CSV"
"2020","1058","CKB"
"2020","1058","DRI"
"2020","1058","48I"
"2020","1057","MTV"
"2020","1057","1A5"
"2020","1053","ARB"
"2020","1049","BCB"
"2020","1046","PQL"
"2020","1043","FSE"
"2020","1038","JST"
"2020","1037","BML"
"2020","1034","LDJ"
"2020","1030","MPV"
"2020","1027","DEQ"
"2020","1027","CEF"
"2020","1026","BGM"
"2020","1023","MRN"
"2020","1022","AVL"
"2020","1018","FFO"
"2020","1018","MQE"
"2020","1018","OWD"
"2020","1018","FVX"
"2020","1015","MVN"
"2020","1011","MKJ"
"2020","1010","LHZ"
"2020","1008","PWT"
"2020","1003","CBE"
"2020","1000","TDR"
"2020","1000","PAM"
"2020","999","MGE"
"2020","996","MCD"
"2020","994","HKY"
"2020","993","ANJ"
"2020","993","SIF"
"2020","992","OQT"
"2020","992","HLR"
"2020","991","TAN"
"2020","990","OVS"
"2020","990","PHF"
"2020","990","SKA"
"2020","989","DUJ"
"2020","985","RMN"
"2020","983","CEU"
"2020","981","CEW"
"2020","981","54J"
"2020","978","AKQ"
"2020","974","AKH"
"2020","970","LNP"
"2020","970","3I2"
"2020","970","UNI"
"2020","969","VJI"
"2020","968","FWN"
"2020","968","12N"
"2020","968","BKW"
"2020","968","MWO"
"2020","965","SNC"
"2020","965","LNL"
"2020","965","LKR"
"2020","964","BKD"
"2020","963","AWO"
"2020","962","FKL"
"2020","961","ELM"
"2020","960","SMQ"
"2020","959","IPJ"
"2020","956","STF"
"2020","955","UZA"
"2020","954","LZU"
"2020","954","9A1"
"2020","954","DPL"
"2020","954","TDF"
"2020","954","LPR"
"2020","953","HIB"
"2020","952","HFF"
"2020","951","GWW"
"2020","949","SME"
"2020","948","BLF"
"2020","947","JAS"
"2020","947","LUK"
"2020","947","BKB"
"2020","947","I69"
"2020","946","AGS"
"2020","945","RCA"
"2020","945","UNR"
"2020","945","CKI"
"2020","945","EFC"
"2020","944","GZH"
"2020","944","JHW"
"2020","944","XMR"
"2020","943","S32"
"2020","943","BAC"
"2020","943","LOZ"
"2020","942","MWK"
"2020","941","HSE"
"2020","940","MPO"
"2020","936","AGC"
"2020","935","OLE"
"2020","930","BUY"
"2020","927","GVL"
"2020","926","MMV"
"2020","925","MVL"
"2020","924","MGC"
"2020","924","EEN"
"2020","923","VKS"
"2020","923","TVR"
"2020","923","EWN"
"2020","923","LEB"
"2020","923","ACB"
"2020","922","FFC"
"2020","921","OQN"
"2020","921","MQS"
"2020","920","CAD"
"2020","916","4A9"
"2020","916","4A6"
"2020","916","DRM"
"2020","915","BLU"
"2020","913","PSF"
"2020","913","IZG"
"2020","912","ORS"
"2020","912","FPK"
"2020","912","RWI"
"2020","911","GFL"
"2020","911","HNZ"
"2020","910","ALX"
"2020","909","SPB"
"2020","909","MBL"
"2020","908","FHB"
"2020","907","CQW"
"2020","906","HRT"
"2020","906","NFJ"
"2020","906","JZI"
"2020","904","GSP"
"2020","902","TYQ"
"2020","902","PGV"
"2020","902","GLR"
"2020","902","01M"
"2020","902","1M4"
"2020","898","GLW"
"2020","898","ERI"
"2020","898","CJR"
"2020","898","HWY"
"2020","897","SMS"
"2020","897","ACK"
"2020","897","MWT"
"2020","895","FYG"
"2020","893","HNB"
"2020","893","SRC"
"2020","893","DCY"
"2020","892","SUS"
"2020","892","HJO"
"2020","891","CQX"
"2020","888","LYH"
"2020","888","PTB"
"2020","886","SHD"
"2020","883","SVH"
"2020","883","CTY"
"2020","882","RWV"
"2020","881","ARV"
"2020","881","D25"
"2020","880","XVW"
"2020","879","SVN"
"2020","879","6R3"
"2020","878","FWB"
"2020","877","IWD"
"2020","877","N03"
"2020","875","RKP"
"2020","875","GRK"
"2020","874","CMX"
"2020","872","MMT"
"2020","870","AUG"
"2020","870","OMH"
"2020","869","IER"
"2020","869","MTC"
"2020","869","ELD"
"2020","869","EHO"
"2020","868","6A1"
"2020","867","OFP"
"2020","867","ISQ"
"2020","865","HBI"
"2020","864","UKF"
"2020","864","HSB"
"2020","863","EGV"
"2020","863","BIX"
"2020","862","SFQ"
"2020","861","MDH"
"2020","861","HUA"
"2020","861","FWC"
"2020","860","HMZ"
"2020","860","AOO"
"2020","860","HRJ"
"2020","859","AQV"
"2020","859","CPK"
"2020","858","ORE"
"2020","858","ECG"
"2020","858","2I0"
"2020","857","IAB"
"2020","857","PSK"
"2020","855","CNI"
"2020","855","OKB"
"2020","855","VSF"
"2020","855","CQB"
"2020","854","MEB"
"2020","854","MGW"
"2020","854","PLN"
"2020","854","FOK"
"2020","853","4I3"
"2020","853","PKB"
"2020","852","PHD"
"2020","852","BKV"
"2020","852","TCL"
"2020","852","PAE"
"2020","851","BRD"
"2020","850","ART"
"2020","850","JNX"
"2020","849","HIO"
"2020","847","BHB"
"2020","845","PAH"
"2020","845","MIE"
"2020","844","3T5"
"2020","842","BVI"
"2020","842","MLT"
"2020","840","FVE"
"2020","840","AFP"
"2020","840","SPA"
"2020","839","LOU"
"2020","838","BLI"
"2020","837","GMU"
"2020","837","WST"
"2020","837","CHO"
"2020","837","MLU"
"2020","836","LQK"
"2020","836","KLS"
"2020","833","LOM"
"2020","833","ORH"
"2020","833","RSV"
"2020","831","SGH"
"2020","831","GRD"
"2020","830","AXH"
"2020","829","COF"
"2020","829","INF"
"2020","828","IRS"
"2020","828","INT"
"2020","828","DLZ"
"2020","827","LAW"
"2020","827","BKX"
"2020","827","MDS"
"2020","827","FSI"
"2020","827","CVX"
"2020","825","CVO"
"2020","824","UNO"
"2020","824","ILM"
"2020","822","U78"
"2020","822","AFO"
"2020","820","SLH"
"2020","819","79J"
"2020","819","CUL"
"2020","819","RZZ"
"2020","819","LKU"
"2020","819","IXA"
"2020","819","AEX"
"2020","819","ZZV"
"2020","819","HTL"
"2020","819","MMK"
"2020","819","CDN"
"2020","818","DWH"
"2020","818","BJJ"
"2020","818","EET"
"2020","816","AFJ"
"2020","816","HLG"
"2020","816","VUJ"
"2020","816","JAN"
"2020","815","5M9"
"2020","815","MQB"
"2020","815","RRL"
"2020","814","EUG"
"2020","814","EYF"
"2020","814","1H2"
"2020","812","CZK"
"2020","812","MNN"
"2020","812","TTD"
"2020","811","THV"
"2020","810","JYM"
"2020","809","EZM"
"2020","809","HKS"
"2020","808","LBX"
"2020","807","FOA"
"2020","807","SJX"
"2020","807","MFD"
"2020","806","JSO"
"2020","806","0A9"
"2020","806","PSN"
"2020","806","ABE"
"2020","805","BMG"
"2020","804","MCB"
"2020","803","ONX"
"2020","803","CAR"
"2020","802","PBF"
"2020","802","PDK"
"2020","802","MDZ"
"2020","801","LEX"
"2020","800","USE"
"2020","800","LUX"
"2020","800","RQB"
"2020","800","FQD"
"2020","799","UUU"
"2020","799","RMG"
"2020","798","RZR"
"2020","798","CHA"
"2020","798","MMI"
"2020","798","3R7"
"2020","798","RUQ"
"2020","798","EQY"
"2020","798","TYS"
"2020","797","BAF"
"2020","797","DNV"
"2020","796","CGI"
"2020","796","LDM"
"2020","795","FAM"
"2020","795","CRE"
"2020","795","RND"
"2020","794","TWM"
"2020","794","LNS"
"2020","794","ARG"
"2020","792","HYR"
"2020","792","PIB"
"2020","792","PBH"
"2020","792","HWV"
"2020","791","RKD"
"2020","791","MCN"
"2020","791","IWI"
"2020","791","NHZ"
"2020","791","DDH"
"2020","790","FZY"
"2020","790","BEH"
"2020","790","EDE"
"2020","789","RQO"
"2020","788","OZW"
"2020","788","GWB"
"2020","787","HEZ"
"2020","786","GKJ"
"2020","785","FKN"
"2020","784","EFK"
"2020","784","MGN"
"2020","784","UTA"
"2020","783","FLO"
"2020","783","ARA"
"2020","783","DCU"
"2020","782","PUJ"
"2020","782","GEZ"
"2020","782","CTJ"
"2020","781","ELO"
"2020","781","VUO"
"2020","781","CQF"
"2020","781","PTW"
"2020","780","CLM"
"2020","780","AFN"
"2020","780","RHI"
"2020","780","SBN"
"2020","780","NYG"
"2020","780","OLY"
"2020","779","PYM"
"2020","779","AZE"
"2020","779","MNE"
"2020","778","CIU"
"2020","777","HUL"
"2020","777","DMW"
"2020","776","RNT"
"2020","776","HBG"
"2020","775","HAI"
"2020","775","M30"
"2020","775","AKR"
"2020","774","BXK"
"2020","774","ILN"
"2020","774","AND"
"2020","774","BCK"
"2020","774","GSO"
"2020","774","PHN"
"2020","774","GXF"
"2020","774","GBN"
"2020","773","AIG"
"2020","773","TUP"
"2020","772","BAB"
"2020","772","D95"
"2020","771","LWB"
"2020","770","AOH"
"2020","770","EZF"
"2020","769","Y23"
"2020","769","RPD"
"2020","769","IPT"
"2020","769","AHN"
"2020","769","RME"
"2020","769","RKR"
"2020","768","TIW"
"2020","768","SBY"
"2020","768","GSH"
"2020","767","WVL"
"2020","767","HZY"
"2020","766","DCM"
"2020","766","VAY"
"2020","764","BBP"
"2020","764","MVY"
"2020","764","RCZ"
"2020","764","NCA"
"2020","763","HTS"
"2020","763","BTP"
"2020","763","I16"
"2020","763","EMV"
"2020","763","ENL"
"2020","762","CLE"
"2020","762","LUA"
"2020","762","MKS"
"2020","762","HUF"
"2020","762","TOI"
"2020","761","HFJ"
"2020","761","HRO"
"2020","761","GON"
"2020","761","LEW"
"2020","761","LGC"
"2020","760","RDR"
"2020","760","IOB"
"2020","760","BWG"
"2020","759","NBJ"
"2020","759","JKA"
"2020","759","NBG"
"2020","759","BPT"
"2020","759","0VG"
"2020","759","TRI"
"2020","758","SUT"
"2020","758","OCW"
"2020","758","AUD"
"2020","758","SLE"
"2020","757","BYY"
"2020","757","AVP"
"2020","757","JRB"
"2020","757","MOP"
"2020","757","NYC"
"2020","757","TTF"
"2020","757","TOC"
"2020","756","MGJ"
"2020","756","IJD"
"2020","756","DYT"
"2020","756","SUW"
"2020","755","MEI"
"2020","755","3A1"
"2020","755","HIE"
"2020","755","YNG"
"2020","755","HSV"
"2020","754","EWB"
"2020","754","DYA"
"2020","754","NMM"
"2020","753","LHQ"
"2020","753","CAK"
"2020","753","FYV"
"2020","752","OSU"
"2020","752","LVJ"
"2020","752","EXX"
"2020","752","RMY"
"2020","752","SLO"
"2020","751","TMB"
"2020","750","SYR"
"2020","750","SEG"
"2020","750","SZT"
"2020","749","42J"
"2020","749","GNV"
"2020","748","OBE"
"2020","747","GAD"
"2020","747","STJ"
"2020","747","CXO"
"2020","747","JYR"
"2020","746","PMP"
"2020","746","LAF"
"2020","746","FDW"
"2020","746","BCT"
"2020","745","M16"
"2020","745","FTY"
"2020","743","BLM"
"2020","743","OXC"
"2020","742","PPO"
"2020","742","DKK"
"2020","742","UAO"
"2020","742","OSC"
"2020","741","FFT"
"2020","741","MIV"
"2020","740","BUF"
"2020","740","CVG"
"2020","739","CXY"
"2020","739","FRI"
"2020","738","MNI"
"2020","737","EOE"
"2020","737","OOA"
"2020","736","IJX"
"2020","735","C75"
"2020","735","SGT"
"2020","735","OPL"
"2020","734","ASW"
"2020","734","HVS"
"2020","734","GVT"
"2020","733","APN"
"2020","733","CWV"
"2020","733","EVV"
"2020","732","BKL"
"2020","732","DXR"
"2020","732","AJG"
"2020","732","ONZ"
"2020","731","TME"
"2020","731","JFX"
"2020","730","MKL"
"2020","730","HAE"
"2020","729","DNL"
"2020","729","JMR"
"2020","728","XLL"
"2020","728","BQK"
"2020","728","GLH"
"2020","728","POF"
"2020","727","TXK"
"2020","726","DBQ"
"2020","726","DEW"
"2020","726","HAO"
"2020","725","FPR"
"2020","725","OKZ"
"2020","724","MGY"
"2020","724","GHG"
"2020","723","FNT"
"2020","723","GZL"
"2020","723","PRG"
"2020","722","DTW"
"2020","721","GGP"
"2020","720","GWO"
"2020","719","MDQ"
"2020","719","EDC"
"2020","718","BAX"
"2020","718","CSG"
"2020","718","PQI"
"2020","717","HYA"
"2020","717","ATL"
"2020","717","LNR"
"2020","716","ASD"
"2020","716","VPZ"
"2020","716","VIH"
"2020","715","NBT"
"2020","715","MRH"
"2020","715","VES"
"2020","715","DAY"
"2020","715","LRO"
"2020","715","LAN"
"2020","714","CON"
"2020","714","PNT"
"2020","714","ANB"
"2020","713","SEA"
"2020","713","XNA"
"2020","712","TOL"
"2020","712","NHK"
"2020","711","SDF"
"2020","711","SKF"
"2020","710","0CO"
"2020","710","ACP"
"2020","710","CCU"
"2020","710","LXV"
"2020","710","UBE"
"2020","710","PZQ"
"2020","710","MGM"
"2020","710","IGQ"
"2020","709","PNS"
"2020","709","CNC"
"2020","709","SZL"
"2020","709","FIT"
"2020","709","IDP"
"2020","709","ARM"
"2020","709","OKV"
"2020","709","OKM"
"2020","708","LWV"
"2020","708","DAN"
"2020","708","JXN"
"2020","708","AIK"
"2020","707","ORB"
"2020","707","DIJ"
"2020","707","HVN"
"2020","706","CFS"
"2020","705","DBN"
"2020","705","FAY"
"2020","705","BGE"
"2020","705","RSN"
"2020","705","SFM"
"2020","705","XSA"
"2020","705","UGN"
"2020","704","SAR"
"2020","704","MKO"
"2020","704","GED"
"2020","703","EMM"
"2020","703","DAW"
"2020","703","SHC"
"2020","703","ORG"
"2020","703","SGE"
"2020","702","JDD"
"2020","701","AZO"
"2020","701","RCX"
"2020","701","FXE"
"2020","701","CAE"
"2020","701","CBG"
"2020","701","ITH"
"2020","700","JOT"
"2020","700","HOT"
"2020","700","M89"
"2020","699","BID"
"2020","699","VPC"
"2020","699","BFW"
"2020","699","MBS"
"2020","699","JSV"
"2020","698","MAO"
"2020","698","OWA"
"2020","697","UCP"
"2020","697","WAL"
"2020","696","9A4"
"2020","696","ILG"
"2020","696","MSL"
"2020","696","PEO"
"2020","696","TTN"
"2020","696","GAI"
"2020","696","M19"
"2020","695","DTL"
"2020","695","MSS"
"2020","693","SRB"
"2020","693","EHR"
"2020","693","PVG"
"2020","692","AQW"
"2020","692","BTR"
"2020","692","L38"
"2020","692","COE"
"2020","691","JYO"
"2020","691","CQM"
"2020","691","IAD"
"2020","691","MLC"
"2020","690","ARW"
"2020","689","AIT"
"2020","689","TLH"
"2020","689","HZR"
"2020","689","DLL"
"2020","689","PNE"
"2020","689","F44"
"2020","689","OXB"
"2020","688","BNA"
"2020","688","MQY"
"2020","687","6B0"
"2020","686","FFA"
"2020","685","ALB"
"2020","685","GCD"
"2020","685","3LF"
"2020","685","PWC"
"2020","685","BHM"
"2020","685","CDW"
"2020","685","OKK"
"2020","684","MOB"
"2020","684","EKQ"
"2020","684","BQP"
"2020","683","GPI"
"2020","683","DHN"
"2020","683","FWA"
"2020","683","AMN"
"2020","682","BDR"
"2020","682","ACJ"
"2020","682","MKG"
"2020","682","UNU"
"2020","682","GYB"
"2020","682","FKS"
"2020","681","PCZ"
"2020","681","PRN"
"2020","681","BFM"
"2020","681","OPF"
"2020","680","CRW"
"2020","680","LWC"
"2020","679","CPS"
"2020","679","AWM"
"2020","679","WDR"
"2020","679","RUE"
"2020","678","PSM"
"2020","678","IMT"
"2020","678","RDG"
"2020","677","EYE"
"2020","677","MDT"
"2020","676","11R"
"2020","676","CLT"
"2020","676","MXO"
"2020","676","TIP"
"2020","676","AUO"
"2020","675","VTP"
"2020","675","CNO"
"2020","675","GLS"
"2020","674","GMJ"
"2020","674","CRS"
"2020","674","LLQ"
"2020","674","MRB"
"2020","674","HEF"
"2020","673","COQ"
"2020","673","AAA"
"2020","673","PHL"
"2020","672","DVK"
"2020","672","BPK"
"2020","672","OGB"
"2020","672","BED"
"2020","672","SPI"
"2020","671","BGR"
"2020","671","ALO"
"2020","671","PUW"
"2020","670","DCA"
"2020","670","W29"
"2020","670","ACY"
"2020","670","PDX"
"2020","670","NAK"
"2020","670","ESC"
"2020","669","LUM"
"2020","669","SLR"
"2020","669","MIB"
"2020","668","HFD"
"2020","667","TAZ"
"2020","667","VIS"
"2020","666","LGU"
"2020","666","NEL"
"2020","666","OAJ"
"2020","666","IND"
"2020","666","MLD"
"2020","666","MJX"
"2020","666","CRG"
"2020","665","DFI"
"2020","664","PNM"
"2020","664","TVK"
"2020","664","CQT"
"2020","664","ADH"
"2020","663","IKW"
"2020","663","LNC"
"2020","663","DYB"
"2020","662","LIT"
"2020","662","RNM"
"2020","661","3DU"
"2020","661","HMM"
"2020","661","MSO"
"2020","661","MIA"
"2020","661","RIC"
"2020","660","SHV"
"2020","660","H21"
"2020","660","AIZ"
"2020","660","DTN"
"2020","659","GPZ"
"2020","659","EAU"
"2020","658","SET"
"2020","658","SAW"
"2020","657","IYA"
"2020","657","SFZ"
"2020","657","INL"
"2020","657","TYR"
"2020","656","PTK"
"2020","655","GRR"
"2020","655","MPZ"
"2020","654","XVG"
"2020","654","ENW"
"2020","653","HYW"
"2020","653","RIM"
"2020","653","MRJ"
"2020","653","JAC"
"2020","653","NFE"
"2020","653","IIB"
"2020","653","NTU"
"2020","652","OEB"
"2020","652","ROA"
"2020","652","TVC"
"2020","652","MCE"
"2020","651","NFG"
"2020","651","NXF"
"2020","651","VDF"
"2020","651","DYS"
"2020","651","RZN"
"2020","651","FLP"
"2020","651","BVY"
"2020","651","FSO"
"2020","651","LTS"
"2020","651","TPF"
"2020","651","CMH"
"2020","651","AXS"
"2020","650","CUB"
"2020","650","OWB"
"2020","650","BWI"
"2020","650","HOE"
"2020","650","GCM"
"2020","649","LCI"
"2020","648","AWG"
"2020","648","RST"
"2020","648","SGF"
"2020","648","NUI"
"2020","647","UTS"
"2020","646","21D"
"2020","646","FDY"
"2020","646","JEF"
"2020","646","SQI"
"2020","646","PVD"
"2020","645","RNH"
"2020","645","MTO"
"2020","645","BJI"
"2020","644","2C8"
"2020","644","DYR"
"2020","644","HKA"
"2020","644","BYH"
"2020","644","GAF"
"2020","643","ROG"
"2020","643","BVO"
"2020","642","CID"
"2020","642","LXY"
"2020","642","CLI"
"2020","642","ZPH"
"2020","641","HPN"
"2020","641","FSM"
"2020","641","LOT"
"2020","640","RUT"
"2020","640","DVN"
"2020","639","ICL"
"2020","638","EFT"
"2020","638","TEW"
"2020","637","C09"
"2020","637","STL"
"2020","636","MSY"
"2020","636","LWA"
"2020","635","I75"
"2020","634","BTV"
"2020","634","YIP"
"2020","634","DUH"
"2020","634","BIJ"
"2020","634","46D"
"2020","633","MSN"
"2020","633","EOK"
"2020","633","AUW"
"2020","633","GGE"
"2020","633","PIA"
"2020","633","MTW"
"2020","633","DKB"
"2020","633","EZS"
"2020","633","RZL"
"2020","633","AMG"
"2020","632","Y70"
"2020","632","IRK"
"2020","632","RGK"
"2020","632","FHR"
"2020","632","SGR"
"2020","631","DLH"
"2020","631","NJM"
"2020","631","PVJ"
"2020","631","MHS"
"2020","630","AFK"
"2020","630","HDC"
"2020","630","AID"
"2020","629","SBM"
"2020","629","ETB"
"2020","629","VLD"
"2020","628","RYW"
"2020","628","MEM"
"2020","627","3J7"
"2020","627","PWM"
"2020","627","OPN"
"2020","627","DVO"
"2020","627","UOX"
"2020","626","IKV"
"2020","625","OKH"
"2020","625","CCO"
"2020","625","PBG"
"2020","625","UIN"
"2020","625","O69"
"2020","625","NUW"
"2020","624","SLG"
"2020","623","DSV"
"2020","623","BTL"
"2020","622","CPC"
"2020","622","DED"
"2020","622","ROC"
"2020","622","65S"
"2020","621","RNP"
"2020","621","MGG"
"2020","621","VBT"
"2020","620","GPT"
